Species	flagellar_proteins	No_of_proteins
Rheinheimera sp. F8 	flgA,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgM,flgN,flgO,flgP,flgT,fliA,fliC,fliD,fliH,fliI,fliL,fliM,fliN,fliS,fliY,flrA,flrC,motA,motB,motX,motY,rpoD,rpoN	34
Rheinheimera sp. LHK132 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgM,flgN,flgO,flgP,flgT,flhA,flhB,fliA,fliC,fliD,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliS,fliY,flrA,flrC,motA,motB,motD,motX,motY,rpoD,rpoN	46
Rhizobacter gummiphilus strain NBRC 109400 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgM,flgN,flgT,flhA,flhB,flhC,flhD,fliA,fliC,fliD,fliE,fliF,fliG,fliH,fliI,fliJ,fliK,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliS,fliT,fliY,flrA,flrC,motA,motB,motX,motY,rpoD,rpoN	47
Rhizobacter sp. AJA081-3 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgM,flgT,flhA,flhB,flhC,flhD,fliA,fliC,fliD,fliE,fliF,fliG,fliH,fliI,fliJ,fliK,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliS,fliT,fliY,flrA,flrC,motA,motB,motX,motY,rpoD,rpoN	46
Rhizobiales bacterium IMCC20636 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motD,motX,motY,rpoD,rpoN	39
Rhizobiales bacterium IZ6 	flgA,flgB,flgC,flgD,flgE,flgF,flgH,flgI,flgJ,flgK,flgL,flgN,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motD,motX,motY,rpoD,rpoN	39
Rhizobiales bacterium NRL2 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliK,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motX,motY,rpoD,rpoN	40
Rhizobiales bacterium PAMC 29148 	flhA,flhB,fliA,fliF,fliH,fliI,fliJ,fliM,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motX,motY,rpoD,rpoN	20
Rhizobium bangladeshense strain BLR175 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	40
Rhizobium binae strain BLR195 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	40
Rhizobium daejeonense strain KACC 13094 	flgA,flgB,flgC,flgD,flgE,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	36
Rhizobium etli 8C-3 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	41
Rhizobium etli bv. mimosae str. IE4771 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium etli bv. mimosae str. Mim1 	flgA,flgB,flgC,flgD,flgE,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium etli bv. phaseoli str. IE4803 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium etli CFN 42 	flgA,flgC,flgD,flgE,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	36
Rhizobium etli CIAT 652 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	41
Rhizobium etli strain N561 	flgA,flgB,flgC,flgD,flgE,flgF,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium flavum strain YW14 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium gallicum bv. gallicum R602 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	41
Rhizobium gallicum M101 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium grahamii strain BG7 	flgA,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium jaguaris strain CCGE525 	flgA,flgB,flgC,flgD,flgE,flgF,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliK,fliL,fliM,fliN,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium laguerreae WSM1455 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	40
Rhizobium leguminosarum bv. trifolii CB782 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	40
Rhizobium leguminosarum bv. trifolii strain 22B 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium leguminosarum bv. trifolii WSM1325 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	41
Rhizobium leguminosarum bv. trifolii WSM1689 	flgA,flgB,flgC,flgD,flgE,flgF,flgH,flgI,flgJ,flgK,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	37
Rhizobium leguminosarum bv. trifolii WSM2304 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	40
Rhizobium leguminosarum bv. viciae 248 	flgA,flgB,flgC,flgD,flgE,flgF,flgH,flgI,flgJ,flgK,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	37
Rhizobium leguminosarum bv. viciae 3841 	flgA,flgC,flgD,flgE,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	35
Rhizobium leguminosarum bv. viciae 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium leguminosarum Gr 12/7 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	40
Rhizobium lentis strain BLR27 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	40
Rhizobium lusitanum strain 629 	flgA,flgC,flgD,flgE,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	36
Rhizobium naphthalenivorans strain T2.26MG-112.2_plasmid 	fliA,fliI,fliY,flrC	4
Rhizobium phaseoli strain N161 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium pseudoryzae strain DSM 19479 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	40
Rhizobium pusense strain 76 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium rhizoryzae strain DSM 29514 	flgA,flgB,flgC,flgD,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliK,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	40
Rhizobium rosettiformans strain MAE2-X 	-	0
Rhizobium ruizarguesonis TA1 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. 007 	flgA,flgB,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. 10195 	flgA,flgB,flgC,flgD,flgE,flgG,flgH,flgI,flgJ,flgK,flgL,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	40
Rhizobium sp. AB2/73 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. ACO-34A 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. B21/90 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. B230/85 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. BG4 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. BG6 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. CCGE531 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. CCGE532 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. IRBG74 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. K15/93 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. K1/93 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. Khangiran2 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. L51/94 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. LPU83 	flgA,flgC,flgD,flgE,flgG,flgH,flgI,flgJ,flgK,flgL,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	37
Rhizobium sp. M15 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. N113 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. N1314 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. N1341 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. N324 	flgA,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. N541 	flgA,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. N6212 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. N621 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. N731 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. N741 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. N871 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. N941 	flgA,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. NIBRBAC000502774 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. NLR16a 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. NXC14 strain NXC14 	flgA,flgB,flgC,flgD,flgE,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	41
Rhizobium sp. NXC24 	flgA,flgB,flgC,flgD,flgE,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flgT,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	41
Rhizobium sp. NZLR1 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. Q54 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. S41 	flgA,flgB,flgC,flgD,flgE,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliH,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. SL42 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
Rhizobium sp. strain NT-26 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	38
Rhizobium sp. T136 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flgO,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	40
Rhizobium sp. TCK 	flgA,flgB,flgC,flgD,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	37
Rhizobium sp. WL3 strain not applicable 	flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ,flgK,flgL,flhA,flhB,fliA,fliC,fliE,fliF,fliG,fliI,fliJ,fliL,fliM,fliN,fliO,fliP,fliQ,fliR,fliY,flrA,flrC,motA,motB,motC,motD,motX,motY,rpoD,rpoN	39
